k0,S,lnk0
16.6002811853274,4.46234507904588,2.80941963409418
203.988033993543,5.05035219597441,5.31806133522944
1266.36142942663,8.93244929437434,7.14390305123835
26.7077621577557,4.06741631048781,3.28495424067499
3877.52257444091,7.27958107127328,8.26295171693985
121676.078082017,15.2546253059001,11.7091176950036
17.556166305874,4.5706278551215,2.8654052446607
2924.80548060796,12.7093696692656,7.98098325509833
487841.087200037,14.8038856529403,13.0977449908192
124.168246240059,6.87414591862881,4.82163747046703
9991.1702706093,15.1945257640179,9.20945700898689
72123.4822004542,13.2134000263152,11.1861349595745
13.5315421971324,3.77497157467117,2.60502341921496
111748.944364569,13.9227226636648,11.6240100660291
139927.616658392,14.7534715385956,11.8488805440199
15.3305568312819,3.79659223134502,2.72984801520396
46.7133971072422,5.3957328885798,3.84403099949189
15991.9915536572,11.1493088473004,9.67984334801959
9.24134347607826,3.67884538957536,2.22368727292832
100.000871290277,5.41646776642933,4.6051788988529
671.054219904633,10.1987167595993,6.50884993833404
14.3666449494845,3.00251892681784,2.66490919680364
382.133843169844,7.72534915149935,5.94577092202983
524.135005156662,8.33812137329379,6.26174929456542
425.112496073181,7.58185808580896,6.05235383054122
5738.09011654522,15.0226823283554,8.65488170163674
159840.450311716,13.5438647350345,11.9819314111439
201.511450138502,9.29359375149284,5.30584620428098
885.282144863133,8.12490504044847,6.78590640195449
129963.549469008,11.5055464747086,11.7750093014215
573.568592967568,7.62936526928473,6.3518775335457
1627.4521074159,8.89690279300341,7.39477094656274
1946042.39102057,14.3685994604418,14.4813083251602
77.5576176611478,7.8548948490015,4.35102111382673
2614.95970611129,9.13250533464394,7.86900396762746
229020.968215007,11.2760254153051,12.3415688426023
219.390006866636,4.89826361863076,5.39085099924974
329.902492663082,7.71651505051112,5.79879713402012
319773.417236036,11.9672698286714,12.6753679528378
3.9631586379964,2.10668284960468,1.37704134318164
114.557771759161,5.91313729876774,4.74107925259686
7996.31429470496,14.745337245798,8.98673600133918
72.3490998641126,5.9567650695133,4.28150301159184
706.035407340841,11.0384829019223,6.55966538827652
43440.7210728651,15.2180684170022,10.6791525537533
2659.29468745,8.04837458416868,7.88581621152193
7350.03606445142,8.44235273867485,8.90246049892293
41647.8548051824,14.4735395019212,10.6370051409908
3613.55080182877,10.3721053465539,8.19244616952245
507187.749367439,11.9042800621674,13.1366365283581
658441.626024196,12.9750221624345,13.397631149348
2674.59404853304,8.2279357838826,7.89155289025602
4271.46114229891,10.865926535927,8.35971123558176
28989.862166342,14.729121356769,10.2747014673801
9.40479950932815,3.26335014682384,2.24122014506997
63.3968352896557,4.02522098431041,4.14941394363036
9772.68534492337,11.7113574051258,9.18734656345537
24.3045484960595,4.89614940149857,3.19066351373814
1005.71183292552,9.21731706503574,6.91345086124133
3067.59954685981,14.1765230219457,8.02865062817255
57528.057566758,12.8100219418774,10.9600280654556
174307.17616868,14.2286210016485,12.0685744020242
9191485.17051071,14.9033098218434,16.0337880885121
30.1471065675464,4.50130413800757,3.40608895065907
196.236282781708,8.8792464456997,5.27931945756591
17190929.7828293,14.8389806095439,16.6598924644844
7.6593676959453,2.98042040977784,2.03592943412413
269.273021157622,7.83008638633868,5.59572581343116
1397855.22909065,13.4756713712969,14.1504496406845
5.09801947033341,2.28325475634629,1.62885212515679
309.167388773285,6.75530480649073,5.73388284146558
674.166230477576,11.14007116917,6.5134767132595
41.3617866727504,6.93198074284732,3.72235742735107
559.832101060351,6.22914989166244,6.32763691923925
1864.66793131426,9.49783281591752,7.53083826331001
1017.82595771879,7.72705425606957,6.92542421758152
667760.888354617,15.7762670570392,13.4116854368739
886203.735002186,14.3870658420584,13.6947021523654
8.31762780390346,2.97592385253755,2.11837709445562
11.4367061631626,3.1509424419544,2.43682802169345
449.521862308939,7.90107208712261,6.10818448967875
87.7865384250956,4.20071218833429,4.47490816798754
8336.63498903298,11.5381231276243,9.02841493540021
104450.073994781,14.116504971476,11.5564644754074
3.46831764487811,2.01648564322898,1.24366964782601
8.88368355312037,2.63394029484263,2.18421628553289
606.192004837035,6.97417007064009,6.4071967755513
202.733909417848,4.98043830017897,5.31189432815866
270.731091018502,6.35745651678171,5.60112604417538
638627.456787752,14.3371850163768,13.3670765536216
56.2174871224211,5.3739901465365,4.02922786726174
956.890488071675,7.43195303019775,6.86368895237807
425243.903379318,15.2181451689143,12.9604181735988
