k0,S,lnk0
4.65,10.14,1.53686721959927
4.92,10.34,1.59330853050422
4.97,9.41,1.60341984010854
5.07,9.42,1.62334081760309
5.36,8.02,1.67896397508271
5.69,7.77,1.73871024813824
6.13,8.36,1.81319474994812
7.54,8.85,2.02022218201986
7.87,7.32,2.06305806242931
8.36,7.63,2.12345842709661
9.35,8.37,2.2353763433006
11.95,10.72,2.48073127837752
14.61,13.04,2.68170622576261
1370000000,1440000000,21.0380765767864
273,285,5.60947179518496
5.21,9.02,1.65057985576528
